timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label,acceleration_magnitude_standardized,acceleration_z_standardized
0,-0.57,4.77,9.12,0.53,-0.03,0.01,0.04,-9.25,-91.14,10.307870779166764,0,0.499961020126691,0.38761199481798003
7,-0.12,4.41,9.21,0.43,-0.05,-0.13,3.35,-10.57,-90.89,10.212081080759202,0,0.3627525471145985,0.41564817450540203
14,0.12,4.23,9.22,0.35,-0.07,-0.23,0.66,-10.74,-90.87,10.14473755205131,0,0.2662901623815214,0.41876330558178215
21,0.49,3.85,9.27,0.27,-0.07,-0.28,0.69,-10.46,-91.11,10.049651735259287,0,0.1300899243180193,0.4343389609636827
28,0.6,3.79,9.19,0.27,-0.07,-0.28,1.32,-10.32,-91.29,9.958925644867522,0,0.0001345269010005009,0.4094179123526413
35,0.58,3.6,9.07,0.22,-0.05,-0.26,1.07,-10.83,-90.7,9.77554602055558,0,-0.2625371241393595,0.3720363394360795
42,0.5,3.55,8.96,0.18,-0.03,-0.17,0.98,-10.98,-84.73,9.65060101755326,0,-0.4415074451387854,0.3377698975958978
49,0.38,3.12,9.15,0.16,-0.01,-0.05,0.63,-9.02,-89.87,9.674776483206214,0,-0.4068786825292121,0.3969573880471209
56,0.42,2.99,9.15,0.16,-0.01,-0.05,1.43,-11.05,-89.86,9.635299683974548,0,-0.46342496497949937,0.3969573880471209
63,0.26,2.89,9.16,0.19,-0.0,0.02,1.3,-11.18,-89.9,9.6086055179719,0,-0.5016614958011202,0.400072519123501
70,0.08,2.99,9.12,0.22,0.01,0.06,1.3,-11.82,-90.22,9.597963325622786,0,-0.5169052953536593,0.38761199481798003
77,-0.3,3.25,9.14,0.26,0.02,0.09,1.26,-11.69,-90.18,9.705261459641363,0,-0.36321222218939964,0.39384225697074077
84,-0.39,3.46,9.1,0.26,0.02,0.09,1.49,-11.66,-89.74,9.743392632959011,0,-0.30859340459156825,0.3813817326652198
91,-0.34,3.58,9.39,0.3,0.01,0.1,1.34,-11.33,-88.73,10.055053455849947,0,0.1378273099263231,0.47172053388024504
98,-0.25,3.92,9.41,0.33,-0.0,0.06,0.32,-10.13,-86.0,10.196911297054614,0,0.34102345836463466,0.4779507960330053
105,-0.03,4.52,9.29,0.33,-0.02,-0.02,1.26,-11.74,-90.62,10.331282592205094,0,0.5334959322397472,0.4405692231164429
112,0.05,4.5,9.43,0.33,-0.02,-0.02,0.82,-12.15,-90.85,10.448798974044816,0,0.7018255498728403,0.48418105818576546
119,0.07,5.13,9.3,0.29,-0.03,-0.07,0.98,-11.69,-91.26,10.621289940492163,0,0.9489003659341881,0.44368435419282354
126,0.17,5.28,9.19,0.26,-0.02,-0.07,0.92,-12.01,-91.27,10.60016037614526,0,0.9186345303835408,0.4094179123526413
133,0.2,5.02,9.41,0.18,-0.01,-0.05,0.69,-11.39,-90.92,10.667169258992754,0,1.014617570800181,0.4779507960330053
140,0.11,5.08,9.42,0.18,-0.01,-0.05,1.32,-10.84,-85.71,10.703032280620292,0,1.065987504278598,0.48106592710938534
147,0.11,4.85,9.25,0.12,-0.0,-0.04,-0.04,-11.75,-90.97,10.444955720346544,0,0.6963205009990622,0.4281086988109225
154,0.08,4.62,9.18,0.03,0.0,-0.04,1.08,-11.66,-90.97,10.277314824408172,0,0.4561928909483872,0.4063027812762612
161,0.1,4.24,8.99,-0.02,0.0,-0.05,0.94,-12.31,-89.99,9.94020623528506,0,-0.026679020350909948,0.3471152908250381
168,0.11,4.19,8.92,-0.02,0.0,-0.05,0.79,-12.28,-90.12,9.855688712616688,0,-0.14774131014695702,0.32530937329037685
175,0.11,3.95,9.05,-0.02,0.0,-0.04,0.73,-12.66,-90.21,9.875074683261897,0,-0.11997298563706074,0.36580607728331926
182,0.04,3.94,9.07,-0.01,0.01,-0.04,1.11,-12.6,-89.64,9.88888770287134,0,-0.1001873159898513,0.3720363394360795
189,-0.09,3.89,9.19,0.0,0.01,-0.02,0.89,-12.42,-87.14,9.979794587064404,0,0.030027049163976825,0.4094179123526413
196,-0.13,3.91,9.21,0.0,0.01,-0.02,0.1,-10.86,-87.99,10.00645291799247,0,0.06821225008326763,0.41564817450540203
203,-0.14,3.85,9.28,-0.0,0.01,0.01,1.02,-12.45,-90.38,10.047910230490716,0,0.12759540545000675,0.4374540920400628
210,-0.12,3.85,9.32,-0.02,0.01,0.02,0.91,-12.48,-90.87,10.08460708208307,0,0.1801597109551238,0.4499146163455838
217,-0.1,3.97,9.31,-0.03,0.01,0.01,0.66,-12.34,-89.86,10.121610543782053,0,0.23316320256522063,0.44679948526920366
224,-0.1,4.01,9.32,-0.03,0.01,0.01,1.08,-11.82,-90.65,10.146551138194694,0,0.2688879300908498,0.4499146163455838
231,-0.05,4.07,9.28,-0.07,0.0,-0.0,0.86,-12.06,-91.11,10.133400219077505,0,0.2500506484126294,0.4374540920400628
238,-0.02,4.08,9.23,-0.11,0.0,-0.01,0.01,-10.27,-86.77,10.091565785347685,0,0.19012730731417826,0.42187843665816227
245,-0.03,4.09,9.13,-0.14,0.0,-0.02,0.34,-11.69,-90.84,10.004294078044689,0,0.0651199433150348,0.39072712589436065
252,-0.04,4.07,9.12,-0.14,0.0,-0.02,0.95,-11.43,-90.85,9.987036597509794,0,0.040400452685113136,0.38761199481798003
259,-0.06,4.03,9.11,-0.17,0.0,-0.02,0.69,-11.24,-90.68,9.961756873162484,0,0.004189957887405049,0.3844968637415999
266,-0.05,3.97,9.14,-0.19,0.0,-0.02,0.89,-11.34,-91.08,9.965089061318018,0,0.008962960164377719,0.39384225697074077
273,-0.02,3.9,9.17,-0.21,0.0,-0.01,1.05,-11.39,-90.62,9.96490341147369,0,0.008697036666563084,0.40318765019988106
