timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude
0,0.54,0.59,9.86,0.0,0.0,-0.0,0.09,0.28,-89.33,9.892385960929749
7,0.55,0.6,9.85,0.0,0.0,-0.0,0.94,0.61,-89.87,9.883572228703546
14,0.56,0.61,9.86,0.0,0.0,0.0,0.83,0.69,-89.68,9.89471070825216
21,0.56,0.61,9.87,0.0,0.0,0.0,0.61,0.79,-90.3,9.90467566354396
28,0.56,0.6,9.87,0.0,0.0,0.0,0.83,0.63,-90.59,9.90406482208189
35,0.56,0.61,9.87,0.0,0.0,0.0,0.77,0.72,-89.62,9.90467566354396
42,0.54,0.64,9.87,0.0,0.0,0.0,0.54,1.96,-89.21,9.905458091375683
49,0.55,0.63,9.86,0.0,0.0,0.0,0.86,0.91,-89.35,9.895402973098165
56,0.54,0.63,9.88,0.0,0.0,0.0,0.66,0.96,-90.02,9.914781893718088
63,0.55,0.62,9.88,0.0,0.0,0.0,0.66,1.18,-90.0,9.914701205785276
70,0.55,0.64,9.87,0.0,0.0,0.0,1.05,0.99,-89.65,9.906008277807969
77,0.54,0.62,9.87,0.0,0.0,0.0,1.13,0.56,-89.56,9.904185983714157
84,0.54,0.6,9.86,0.0,0.0,0.0,0.82,1.11,-89.56,9.892987415336178
91,0.53,0.61,9.86,0.0,0.0,0.0,0.03,3.26,-85.56,9.893058172274133
98,0.53,0.59,9.86,0.0,0.0,0.0,0.76,0.98,-89.96,9.891845126163268
105,0.53,0.6,9.86,0.0,0.0,0.0,0.82,0.56,-89.33,9.892446613452103
112,0.52,0.59,9.85,0.01,0.0,0.0,0.99,0.03,-89.7,9.881346062151653
119,0.54,0.59,9.86,0.01,0.0,0.0,0.94,0.6,-90.15,9.892385960929749
126,0.53,0.61,9.87,0.01,0.0,0.01,0.66,0.54,-90.21,9.903024790436506
133,0.52,0.59,9.86,0.01,0.0,0.01,1.08,0.54,-89.92,9.89131437171016
140,0.56,0.62,9.86,0.01,0.0,0.01,0.66,1.4,-86.96,9.895332232926794
